OID_,CID,avg_rain,water,vegetation,slope,rugged,productivity,geology,elevation,min_temp,aspect,rabbit,pig,temp_diff,lantana,land_clear,horse,habitat,grazing,goat,fox_den,flood,drought,dog,inapp_fire,cat_den,lat,long
1242,0,94.7074966,3001.98999,3,2.0473299,144.1869965,0.534097,4,118.2770004,12.3009996,171.8029938,0.472897,0.328234,0.0257717,0.788482,0,0.668262,0.861046,0,0.244374,0.27976,1,1,0.781023,0,0.190581,-3734252.295,1802226.883
1243,0,89.2996979,2415.879883,2,2.602,186.5780029,0.527584,4,251.8549957,12.4991999,304.9849854,0.33895,0.292182,0.400402,0.711953,0,0.567124,0.817159,1,0.0772165,0.194271,4,0,0.688122,1,0.17951,-3320567.268,1984095.656
1244,0,91.9329987,0,3,3.1189699,150.8390045,0.519982,4,703.8909912,9.28965,36.0385017,0.386823,0.241327,0.411207,0.225232,0,0.418337,0.823432,0,0.0442475,0.237263,0,1,0.664771,1,0.186947,-3424704.68,1939273.56
1245,0,93.6780014,1004.059998,3,5.96526,281.2999878,0.552675,4,309.0150146,13.2425003,276.5710144,0.328822,0.290611,0.321902,0.654908,1,0.587424,0.860177,0,0.108165,0.202507,1,0,0.688883,0,0.167273,-3113389.206,2015356.323
1246,0,77.9392014,3003.629883,3,5.7902398,355.0299988,0.463143,4,313.3800049,12.0831003,10.816,0.360834,0.275,0.221946,0.640344,1,0.559971,0.233753,2,0.0979007,0.25975,0,0,0.62831,1,0.18134,-3224047.966,1998655.42
1247,0,88.6701965,2829.290039,3,1.95245,118.3099976,0.485983,4,179.576004,11.5130997,78.6548004,0.458874,0.260812,0.196192,0.70336,0,0.737838,0.928831,0,0.151226,0.221827,2,1,0.744724,1,0.205212,-3765377.691,1760643.323
1248,0,66.2333984,0,3,1.71874,140.2899933,0.469715,4,230.1710052,10.7107,117.3639984,0.449056,0.29869,0.259807,0.52437,0,0.681503,0.926253,0,0.134219,0.214046,2,0,0.713517,1,0.227267,-3726497.494,1754419.028
1249,0,57.5928993,1000.359985,3,1.11862,131.697998,0.467949,4,292.6400146,10.1213999,93.6838989,0.446815,0.33705,0.275049,0.382829,0,0.595711,0.903212,0,0.156038,0.292943,2,2,0.683481,1,0.228092,-3706043.548,1732905.268
1250,0,88.9793015,0,3,5.4920201,318.8169861,0.494919,4,844.4869995,8.6845903,55.8316994,0.459672,0.546829,0.543218,0.0728965,0,0.637736,0.352629,2,0.217526,0.596399,1,2,0.743588,0,0.200646,-3602449.982,1826258.571
1251,0,78.8171005,1020.080017,3,6.0851598,421.9490051,0.459061,3,737.348999,8.9028397,91.1492004,0.407747,0.51306,0.442157,0.275729,0,0.563298,0.812746,0,0.119001,0.33089,3,0,0.719326,0,0.202788,-3419514.651,1919484.65
1252,0,65.0698013,0,5,6.0503101,444.9899902,0.400787,1,494.7730103,11.1645002,62.8442993,0.291553,0.107759,0.278298,0.508477,0,0.336814,0.614543,1,0.0714035,0.339622,1,0,0.530597,0,0.19861,-3180357.926,1954796.116
1253,0,75.2641983,2415.060059,3,5.42483,300.5889893,0.427672,4,173.3139954,12.8561001,295.0799866,0.269931,0.409859,0.264196,0.528433,0,0.458087,0.616833,2,0.0687136,0.492953,1,1,0.574704,0,0.201773,-3155498.706,1990744.532
1254,0,91.1845016,0,2,1.6040601,315.1350098,0.540973,4,131.6309967,11.4935999,345.3619995,0.447646,0.249954,0.0824205,0.661841,0,0.726344,0.837641,0,0.171205,0.308579,5,0,0.744111,0,0.19622,-3751054.605,1776331.001
1255,0,57.1310997,2435.709961,1,6.2209001,482.8519897,0.42318,4,389.6690063,10.5228996,45.2454987,0.425136,0.403324,0.262399,0.26125,0,0.409347,0.816933,0,0.35893,0.52386,1,3,0.532952,1,0.215421,-3675264.715,1753139.309
1256,0,66.9834976,1007.859985,1,3.8782599,252.5720062,0.436807,4,437.571991,11.7686005,40.3227005,0.483192,0.322011,0.312335,0.490756,1,0.435288,0.786357,2,0.0684208,0.449255,2,1,0.596329,0,0.214934,-3156987.808,1945327.297
1257,0,76.9374008,1013.580017,5,3.0606301,224.5950012,0.48532,2,840.9390259,9.2271099,87.7042007,0.451144,0.321917,0.264424,0.180053,0,0.435597,0.877977,1,0.0622855,0.368447,2,0,0.695394,0,0.191944,-3318921.567,1932404.535
1258,0,78.4252014,1001.619995,3,2.8076899,181.0809937,0.467982,1,415.6659851,12.1415005,347.8919983,0.352823,0.248313,0.22504,0.687708,0,0.564212,0.346584,2,0.0905031,0.26136,1,0,0.660753,1,0.168935,-3234871.916,2001590.669
1259,0,81.9181976,1001.030029,3,4.6431699,278.5929871,0.452513,2,358.4079895,10.7397003,179.451004,0.398493,0.268872,0.353554,0.654687,0,0.55462,0.883566,1,0.0631034,0.155073,2,0,0.690786,1,0.177383,-3327570.056,1941276.279
1260,0,76.1756973,1008.979981,4,7.4994602,453.118988,0.472002,3,745.960022,8.9309101,264.1409912,0.413158,0.537375,0.450714,0.256966,0,0.552065,0.869958,1,0.12083,0.243117,2,0,0.702171,1,0.195775,-3410906.541,1914494.809
1261,0,89.9545975,1007.919983,3,5.3041501,308.9809875,0.508289,4,549.9650269,9.98627,106.5029984,0.41418,0.27065,0.426917,0.409974,0,0.501711,0.876867,0,0.0549719,0.21786,3,0,0.682719,1,0.187629,-3388781.475,1936048.998
1262,0,85.4662018,0,3,6.3267598,726.8629761,0.511705,4,704.6400146,7.3001699,141.2330017,0.575466,0.579312,0.165036,0,0,0.757132,0.898296,0,0.316522,0.338243,1,0,0.63771,1,0.190352,-3831119.422,1654344.465
1263,0,98.4545975,1414.329956,3,4.2351298,223.3820038,0.505833,4,143.8370056,13.0904999,102.3320007,0.335954,0.29838,0.345382,0.697113,0,0.601101,0.930829,0,0.085142,0.141141,4,0,0.690137,1,0.181689,-3354510.106,1994004.991
1264,0,99.3685989,0,3,0.696202,115.5469971,0.480907,4,237.5160065,12.1966,100.8789978,0.296363,0.221529,0.226429,0.656346,0,0.549406,0.826482,1,0.0612575,0.239483,1,0,0.578586,0,0.188997,-3419108.839,1970779.268
1265,0,69.6640015,3416.929932,3,1.10118,226.0189972,0.43203,4,207.8580017,13.1429005,353.4309998,0.325506,0.368644,0.276602,0.553674,0,0.581504,0.85461,0,0.0974537,0.397916,1,1,0.675581,0,0.206028,-3174048.745,2015525.231
1266,0,69.2582016,0,3,3.93771,423.0929871,0.429288,1,710.7000122,8.48946,273.1199951,0.467334,0.48988,0.3295,0.178995,0,0.417952,0.782301,0,0.199484,0.337565,0,1,0.690426,0,0.210701,-3319640.328,1906498.597
1267,0,93.110199,2003.209961,2,3.4962699,174.8079987,0.5138,4,182.9730072,12.7041998,16.6972008,0.328162,0.29859,0.427498,0.698488,1,0.599204,0.556226,0,0.0987312,0.152048,2,0,0.678437,1,0.175479,-3318603.033,1990362.011
1268,0,72.8016968,0,3,1.75985,151.6089935,0.479076,4,215.7660065,10.9659996,29.3383999,0.461026,0.278583,0.19865,0.548424,0,0.701161,0.918949,1,0.156762,0.328962,3,0,0.729911,1,0.218901,-3735448.271,1764238.894
1269,0,109.3249969,1000.590027,3,8.7705803,554.9580078,0.49459,5,194.1640015,11.2095003,78.6798019,0.314104,0.220687,0.397158,0.643118,0,0.527505,0.923835,0,0.0538512,0.145848,5,0,0.670597,1,0.153014,-3367949.784,1950797.642
1270,0,95.6432037,1051.030029,2,15.4617004,792.0209961,0.566441,3,706.132019,8.9946499,293.6820068,0.390749,0.510688,0.533011,0.334978,0,0.624401,0.695437,0,0.149576,0.161679,4,1,0.731817,0,0.173535,-3485113.097,1912785.751
1271,0,59.9684982,1001.070007,5,9.3930798,618.4769897,0.428031,4,457.2609863,8.7236204,74.7770004,0.537122,0.368941,0.237429,0.0297853,0,0.380263,0.849975,0,0.280264,0.425557,0,0,0.509323,0,0.224762,-3718062.751,1682111.495
1272,0,69.5575027,2000.73999,5,5.1392398,308.151001,0.43118,1,436.8649902,11.4624996,15.2340002,0.441626,0.279595,0.248667,0.577573,1,0.423121,0.494214,2,0.0642396,0.375713,1,1,0.611015,1,0.192546,-3172952.419,1963180.373
1273,0,93.8264008,1415.130005,3,2.8065801,262.2690125,0.510901,4,287.2170105,12.2461004,193.5540009,0.161623,0.14233,0.320564,0.616258,1,0.534488,0.922254,2,0.0530087,0.345981,1,2,0.597698,0,0.183959,-3280281.615,1985236.357
1274,0,135.3139954,1000.219971,2,5.8178101,281.3869934,0.57195,4,626.3729858,10.3225002,315.0440063,0.337438,0.174507,0.345195,0.361219,1,0.315183,0.80599,0,0.0449668,0.318359,1,1,0.617452,0,0.169155,-3450220.218,1962860.946
1275,0,68.5264969,2008.619995,5,1.47087,164.1900024,0.466992,4,619.84198,11.5768995,108.685997,0.470803,0.309396,0.253952,0.597919,0,0.402827,0.774694,0,0.0648263,0.701358,1,0,0.697164,1,0.20607,-3114011.39,1957181.217
1276,0,72.7014999,1000.179993,5,4.2957702,353.4509888,0.475046,4,183.2290039,10.2102003,318.4179993,0.502811,0.225126,0.39009,0.279939,0,0.703236,0.908783,0,0.284525,0.240411,5,5,0.651501,1,0.193931,-3924510.486,1663883.874
1277,0,94.3314972,1002.229981,3,3.7741399,163.2680054,0.495503,4,254.2059937,11.6034002,69.4747009,0.268116,0.183039,0.34029,0.69862,0,0.554661,0.723235,0,0.0260095,0.167004,2,0,0.590312,1,0.18333,-3406337.18,1960132.211
1278,0,86.3563004,1013.26001,5,8.7193098,423.6919861,0.505818,4,723.6849976,8.9262695,65.7584991,0.431713,0.318045,0.332697,0.167986,0,0.418937,0.913287,0,0.0649261,0.27328,3,0,0.684785,1,0.189564,-3352713.979,1929993.565
1279,0,61.3983002,1415.400024,3,7.1814198,343.2179871,0.382953,4,146.326004,10.7475996,67.8420029,0.461288,0.396276,0.288265,0.342483,0,0.472556,0.387551,0,0.302974,0.305446,2,3,0.583608,0,0.219437,-3682854.338,1759686.003
1280,0,69.1613998,1484.979981,3,6.2487702,590.0419922,0.441356,4,992.7449951,8.1345797,273.4349976,0.490533,0.634621,0.605555,0.0948505,1,0.473012,0.755802,0,0.174894,0.326153,1,2,0.794693,0,0.205877,-3480349.221,1882643.854
1281,0,91.3823013,0,3,7.9412599,380.8890076,0.523282,4,481.4169922,9.2891197,215.9259949,0.39205,0.310764,0.372276,0.365305,0,0.474048,0.855457,0,0.0696787,0.135144,3,0,0.675979,1,0.172072,-3369292.961,1932343.33
1282,0,95.8943024,1416.150024,3,2.04073,288.9389954,0.54381,4,429.0159912,12.0705004,281.4020081,0.17461,0.14397,0.272779,0.675773,0,0.525471,0.89988,1,0.0564045,0.180625,1,1,0.632109,0,0.181777,-3270728.409,1987752.199
1283,0,100.697998,1017.080017,3,2.10463,398.756012,0.469361,4,237.8280029,13.1205997,221.5310059,0.305828,0.291803,0.337237,0.649198,0,0.614328,0.866091,0,0.0790385,0.236208,4,0,0.656281,0,0.188648,-3371698.899,1981988.542
1284,0,95.3613968,1005.969971,2,4.7030602,278.1270142,0.57357,1,734.2750244,9.2282896,107.5920029,0.412991,0.287022,0.288162,0.204927,0,0.43956,0.918213,0,0.0617482,0.238224,3,0,0.685068,1,0.182105,-3348578.401,1941694.63
1285,0,92.947998,1000,2,0.736063,86.5712967,0.46771,4,27.0121994,13.2051001,50.7644997,0.306273,0.307476,0.243391,0.578842,0,0.62689,0.903553,1,0.0671809,0.244208,4,0,0.632762,0,0.196291,-3389306.464,1980671.086
1286,0,85.5546036,0,3,2.35625,200.1560059,0.520295,2,369.5289917,10.6230001,323.6010132,0.362538,0.241182,0.302793,0.653521,0,0.532945,0.750643,0,0.0377531,0.182901,2,0,0.65455,1,0.174901,-3327307.997,1949022.076
1287,0,65.5522995,0,3,1.9083,235.3509979,0.468804,4,257.0559998,10.0904999,1.3848799,0.462682,0.318089,0.310001,0.344498,0,0.621259,0.912807,0,0.160814,0.377693,1,3,0.685517,1,0.225607,-3731059.795,1720095.739
1288,0,63.2868996,1000.77002,3,3.1368101,302.0159912,0.453083,2,755.440979,8.3163099,75.1533966,0.506504,0.523656,0.385288,0.125292,0,0.419802,0.82475,0,0.238906,0.348801,0,1,0.697936,1,0.226102,-3319543.663,1879040.255
1289,0,89.5145035,2010.329956,3,2.6729,128.5359955,0.530346,4,425.868988,11.5116997,318.1340027,0.362235,0.442797,0.207853,0.681306,0,0.665542,0.581494,0,0.0921108,0.149196,2,1,0.72414,0,0.192109,-3269518.533,1963963.82
1290,0,55.7156982,1023.52002,6,4.2153502,472.9719849,0.356176,4,621.6140137,8.9327002,338.1749878,0.489677,0.534207,0.280099,0.123085,0,0.356154,0.786424,1,0.200919,0.418917,0,0,0.46939,0,0.24204,-3469005.656,1780169.295
1291,0,56.8049011,1003.460022,5,6.7179599,314.0130005,0.399498,4,685.9680176,9.4291601,88.2888031,0.481332,0.508681,0.329634,0.271244,0,0.477227,0.64017,1,0.240725,0.302044,0,1,0.586394,0,0.226454,-3274307.713,1890759.497
1292,0,74.7679977,2449.26001,5,3.4774699,275.4559937,0.475232,1,856.9249878,10.7306995,62.855999,0.30121,0.121394,0.216248,0.398217,0,0.358126,0.5589,0,0.108025,0.257426,1,0,0.664378,1,0.187222,-3187517.882,1962680.912
1293,0,79.4049988,0,2,3.9889901,427.7349854,0.460078,4,602.0170288,8.8250999,98.9169998,0.45202,0.397181,0.570855,0.112634,1,0.49241,0.128923,2,0.15769,0.615324,2,0,0.572408,0,0.212247,-3593345.722,1816087.712
1294,0,75.0911026,1022.979981,2,4.04286,406.3259888,0.507948,2,1095.170044,8.0311403,281.4840088,0.493286,0.359111,0.345537,0.0687689,1,0.371343,0.669505,2,0.0633334,0.417876,1,0,0.715742,1,0.208299,-3381216.825,1905424.999
1295,0,65.0531998,0,3,3.64943,274.5409851,0.429507,4,320.2520142,9.5763397,120.3880005,0.497705,0.5363,0.352897,0.210977,1,0.466878,0.596551,2,0.163516,0.455872,1,2,0.639056,0,0.228761,-3607540.776,1757134.123
1296,0,106.7050018,0,3,0.154513,377.401001,0.517951,4,606.0479736,9.0032501,62.9384995,0.463356,0.337048,0.281586,0.063101,0,0.604779,0.90851,0,0.18774,0.503141,1,2,0.704697,1,0.193153,-3773246.23,1697967.341
1297,0,93.7377014,3003.280029,2,5.7413001,252.6959991,0.507974,4,146.7409973,12.3097,85.3585968,0.486178,0.329571,0.107459,0.782361,0,0.667014,0.884457,0,0.293995,0.491876,1,2,0.782338,0,0.19539,-3730316.692,1805378.733
1298,0,61.6150017,1425.849976,5,2.6604199,426.2369995,0.39895,1,729.8480225,11.2475996,78.0901031,0.297007,0.131541,0.275243,0.489465,0,0.380402,0.759117,1,0.0800597,0.495392,1,1,0.499533,0,0.228307,-3171915.024,1946930.941
1299,0,61.2224007,0,5,6.8917499,550.03302,0.440302,4,223.8209991,9.5586796,172.4309998,0.492688,0.412438,0.181298,0.128917,0,0.524058,0.759585,1,0.288062,0.308547,0,0,0.523574,0,0.223766,-3671386.959,1700802.1
1300,0,62.9664001,2013.969971,3,2.6471801,466.7200012,0.411218,1,910.1959839,10.5458002,56.1767006,0.293425,0.128206,0.305739,0.352186,0,0.350906,0.840229,1,0.105712,0.560239,0,0,0.646975,0,0.219945,-3205880.164,1955582.204
1301,0,81.1252975,1000,5,6.4191799,512.4310303,0.509147,1,692.0319824,10.3559999,338.7900085,0.396648,0.377453,0.209305,0.321699,0,0.548524,0.518842,1,0.134569,0.288699,2,0,0.710799,1,0.184208,-3216752.901,1968623.361
1302,0,107.211998,2426.840088,2,6.81358,347.1080017,0.564825,1,499.2470093,13.1611996,47.770401,0.328853,0.266921,0.326278,0.655305,0,0.577443,0.874405,0,0.106489,0.186718,2,0,0.713971,1,0.162887,-3100418.233,2019644.877
1303,0,96.5919037,0,2,1.90827,145.9440002,0.46118,4,64.3195038,12.6967001,120.0599976,0.290163,0.296728,0.296424,0.639342,0,0.60885,0.912627,0,0.0847699,0.163782,4,0,0.633198,1,0.191554,-3389523.286,1970746.591
1304,0,119.6389999,1434.709961,2,11.4399996,532.6110229,0.521801,4,685.7630005,9.8197298,88.2574005,0.480637,0.471593,0.373484,0.146286,0,0.49829,0.0270561,0,0.122839,0.404105,1,3,0.71941,1,0.170465,-3630071.55,1829070.512
1305,0,83.9856033,2435.870117,3,14.6546001,617.34198,0.510556,2,727.2340088,9.9072599,74.7500992,0.416543,0.280403,0.221402,0.250576,0,0.447915,0.923078,0,0.0861337,0.208896,4,0,0.696221,1,0.167135,-3309954.536,1946763.519
1306,0,79.3889999,1468.51001,3,5.0738502,432.9790039,0.528126,3,838.5230103,8.6688004,321.4049988,0.45689,0.580616,0.613566,0.180728,0,0.532376,0.905866,0,0.172598,0.217401,1,0,0.769837,1,0.19049,-3492889.854,1894436.779
1307,0,74.2261963,0,5,2.95751,397.9649963,0.48725,4,595.8010254,8.0131397,353.3609924,0.480906,0.44603,0.718042,0.0753102,1,0.378376,0.496879,1,0.179698,0.332552,0,0,0.634942,0,0.199057,-3552110.368,1812264.737
1308,0,76.4364014,1425.77002,3,4.3035202,287.2990112,0.48589,3,1066.790039,8.19942,116.2519989,0.453034,0.565963,0.367502,0.0405229,0,0.452966,0.875394,0,0.098038,0.335148,2,0,0.777685,1,0.210777,-3411519.412,1908659.6
1309,0,55.9802017,1444.479981,3,1.8111399,549.3850098,0.433795,4,486.6549988,10.4568996,334.2380066,0.433201,0.393181,0.257872,0.285723,0,0.439043,0.903134,0,0.347717,0.34807,0,0,0.579546,1,0.217032,-3674804.84,1747775.61
1310,0,80.9787979,2014.660034,3,3.8433499,431.07901,0.523603,1,914.7880249,10.4560003,173.1589966,0.390192,0.393826,0.252747,0.253162,1,0.558639,0.769971,2,0.103911,0.424543,3,0,0.660959,0,0.190138,-3239975.308,1962279.927
1311,0,75.353302,2423.77002,3,1.08461,368.9549866,0.513118,4,630.3040161,9.80618,48.3534012,0.466895,0.304721,0.316923,0.209739,0,0.626871,0.923032,0,0.169305,0.284353,1,2,0.70835,1,0.207354,-3748307.971,1716371.194
1312,0,70.9673996,1005.380005,5,7.5110002,704.1010132,0.483257,4,527.34198,9.7049904,29.4682999,0.507274,0.3161,0.398561,0.233112,0,0.628837,0.830821,0,0.283935,0.232761,0,4,0.740273,1,0.20871,-3850172.15,1685011.203
1313,0,101.2289963,2418.100098,1,3.1589799,292.1270142,0.582079,4,285.0849915,11.2817001,244.802002,0.471789,0.280961,0.0850621,0.567623,0,0.681271,0.905587,0,0.179205,0.250372,5,0,0.766749,0,0.196106,-3742221.55,1783747.76
1314,0,78.8604965,2831.919922,3,2.3306301,211.5240021,0.425767,2,278.776001,12.3318005,43.6587982,0.342094,0.229347,0.28264,0.530145,1,0.491225,0.521786,2,0.0546912,0.518448,1,0,0.522956,0,0.195012,-3206825.625,1988600.576
1315,0,96.9129028,2001.709961,3,4.67939,413.1929932,0.517696,1,334.2909851,10.8341999,198.3439941,0.475538,0.456609,0.108737,0.489465,0,0.628041,0.906138,1,0.112881,0.279832,1,1,0.751411,0,0.179003,-3653554.082,1807064.848
1316,0,95.6222,2418.610107,3,5.1076198,409.3210144,0.519832,4,505.6940002,10.5972004,252.0529938,0.406025,0.267995,0.423124,0.538838,0,0.527751,0.920036,0,0.0631649,0.146128,3,0,0.702772,1,0.177181,-3379381.559,1940936.147
1317,0,89.0007019,1000.01001,1,3.7858901,182.5249939,0.539067,4,277.2669983,12.0904999,245.1790009,0.193128,0.162758,0.251893,0.689169,0,0.568591,0.832589,1,0.0652237,0.13045,1,0,0.655239,1,0.173889,-3244333.649,1998584.304
1318,0,127.086998,1030.670044,2,5.2202101,721.6970215,0.538442,2,1079.73999,9.2385998,320.2359924,0.501362,0.486545,0.39784,0.0542078,0,0.565373,0.916439,0,0.18395,0.433449,1,3,0.75761,1,0.166346,-3629864.878,1825893.145
1319,0,89.7469025,1012.859985,2,7.87673,400.8630066,0.564086,1,653.0510254,9.8956203,1.38202,0.386501,0.270318,0.268401,0.50331,1,0.527169,0.825325,0,0.0577827,0.152286,2,0,0.689653,1,0.172633,-3332521.216,1947670.448
1320,0,90.9522018,1428.790039,3,3.36693,495.3420105,0.542949,3,1066.689941,8.4028301,180.026001,0.459208,0.597456,0.677629,0.0359365,0,0.598598,0.90484,0,0.205258,0.300148,2,2,0.761687,0,0.195548,-3566597.247,1856475.087
1321,0,111.7789993,0,2,9.1250801,538.5120239,0.549249,3,406.8039856,9.8270998,117.5289993,0.357996,0.43539,0.507644,0.484626,0,0.625709,0.867861,0,0.110806,0.0911192,3,1,0.719642,0,0.152683,-3483094.203,1925006.052
1322,0,71.6415024,0,5,2.32407,713.677002,0.481907,1,421.0679932,7.8624802,86.5959015,0.558913,0.454818,0.28845,0,0,0.458854,0.820532,1,0.345037,0.48333,1,0,0.650308,0,0.21836,-3849786.614,1648990.198
1323,0,99.3621979,0,3,1.4856,432.8469849,0.550688,4,1004.119995,7.77284,16.8223991,0.29899,0.114996,0.299612,0.0306649,0,0.266054,0.93063,0,0.0673015,0.776519,2,0,0.60665,1,0.201312,-3454337.43,1927968.796
1324,0,104.3249969,0,1,7.7511001,548.1489868,0.511328,2,261.053009,11.1349001,9.0179901,0.332349,0.221082,0.362711,0.70763,0,0.565901,0.904252,0,0.0579896,0.0696546,3,0,0.676352,1,0.15692,-3381849.966,1955899.501
1325,0,60.5575981,2007.660034,7,3.1205201,179.496994,0.476097,4,378.3370056,9.9965696,103.0439987,0.463738,0.326653,0.264929,0.355999,0,0.602138,0.91737,0,0.167816,0.252632,2,2,0.700678,1,0.225802,-3701576.932,1732548.801
1326,0,62.588501,1428.189941,3,2.62444,460.1289978,0.412754,2,967.1599731,7.2598901,172.5119934,0.503913,0.379227,0.812986,0.0433436,0,0.335806,0.390053,1,0.115263,0.847991,0,0,0.570548,0,0.24316,-3511887.085,1814953.289
1327,0,75.292099,2000.319946,5,3.1790299,244.9299927,0.412465,4,232.3070068,12.4814997,189.2980042,0.334616,0.260975,0.201542,0.540871,0,0.546454,0.834999,1,0.0778792,0.370907,0,0,0.569835,0,0.196597,-3217455.817,2004130.039
1328,0,79.2165985,1421.869995,2,8.3487196,361.2409973,0.519106,3,863.7849731,8.6200304,12.1605997,0.429074,0.548209,0.396194,0.158125,0,0.515622,0.913138,0,0.136522,0.221369,3,0,0.74369,1,0.192155,-3399569.987,1915916.806
1329,0,89.7550964,0,2,2.2200999,230.7779999,0.547054,4,594.6519775,9.4420795,130.352005,0.442548,0.464081,0.581859,0.230889,1,0.569545,0.869727,2,0.157901,0.317562,2,1,0.658851,1,0.188968,-3589837.292,1855536.427
1330,0,70.3557968,2870.729981,3,6.2396598,714.0469971,0.44708,4,968.5939941,8.2200403,296.803009,0.508374,0.468617,0.660042,0.0666311,0,0.427934,0.899616,1,0.229809,0.329059,1,0,0.705492,0,0.211406,-3537473.187,1805455.043
1331,0,84.0326996,2078.620117,5,8.3521004,819.3120117,0.507083,4,823.776001,7.5475402,75.5082016,0.562717,0.478236,0.403576,0,0,0.6457,0.874063,0,0.28134,0.483129,3,0,0.717051,1,0.215101,-3975895.714,1631756.291
1332,0,65.7220001,0,3,2.1817501,150.2630005,0.466324,4,176.5110016,10.8184996,151.1329956,0.450081,0.308367,0.263372,0.508745,0,0.68695,0.917662,0,0.15171,0.224961,3,1,0.70307,1,0.225237,-3731565.43,1750927.896
1333,0,70.714798,1000.02002,7,9.4222002,498.1900024,0.477498,4,996.5709839,7.8036499,108.4850006,0.467342,0.622772,0.679127,0.0448099,0,0.464014,0.885282,0,0.13976,0.618785,0,2,0.800196,0,0.204436,-3525565.08,1876442.952
1334,0,84.8929977,0,3,7.9713001,452.7619934,0.508145,4,284.7070007,9.51898,154.7350006,0.520643,0.264158,0.377036,0.0995914,0,0.683224,0.914098,0,0.31936,0.163522,6,3,0.624883,1,0.189423,-3910775.569,1667149.642
1335,0,73.7606964,1488.030029,3,4.6157298,743.1749878,0.496618,4,873.1929932,8.2405396,125.8600006,0.574523,0.611549,0.321795,0.030429,0,0.604341,0.92798,0,0.368992,0.274502,1,0,0.734656,1,0.208314,-3835722.477,1657433.916
1336,0,61.5374985,0,6,5.09831,570.697998,0.449984,1,146.7140045,9.0837097,97.8485031,0.500228,0.318563,0.392633,0.186874,0,0.570417,0.85667,1,0.289726,0.221534,1,1,0.684432,0,0.210249,-3858860.146,1665069.414
1337,0,137.6889954,0,2,2.42855,583.4910278,0.559116,3,144.5619965,10.9063997,237.2079926,0.326347,0.391886,0.434521,0.735332,0,0.680039,0.915905,0,0.11532,0.133414,2,1,0.714652,1,0.14847,-3472691.754,1946369.728
1338,0,84.9541016,0,5,2.7358201,501.1839905,0.49947,4,556.7050171,9.0593596,191.5509949,0.486432,0.546136,0.42748,0.110764,0,0.567663,0.842821,1,0.140723,0.536609,1,2,0.74165,0,0.19154,-3625222.646,1801950.265
1339,0,83.6314011,2090.330078,3,8.7195997,529.1019897,0.52547,2,1060.380005,8.9254503,263.8590088,0.454777,0.311361,0.18564,0.0863356,0,0.384745,0.915241,0,0.0836768,0.220458,2,0,0.723954,0,0.172437,-3311519.056,1941464.331
1340,0,90.7586975,2415.120117,3,1.26578,160.8079987,0.515748,4,612.7589722,10.2737999,11.6967001,0.397289,0.242332,0.437815,0.448597,0,0.511579,0.907787,0,0.0444857,0.227761,2,0,0.685908,1,0.187561,-3410052.624,1942926.969
1341,0,86.5543976,1414.400024,3,2.6122701,137.8179932,0.510033,4,416.6830139,11.7286997,266.375,0.362676,0.370367,0.257221,0.60535,1,0.675774,0.823025,0,0.0696219,0.59822,1,0,0.675632,0,0.194359,-3242622.028,1988701.239
1342,0,78.161499,1000.940002,2,7.8008099,607.822998,0.518774,4,599.2689819,8.3639803,192.0720062,0.474329,0.627783,0.663594,0.0727543,0,0.578068,0.90926,0,0.272827,0.205768,0,0,0.754225,0,0.193311,-3575899.984,1819722.868
1343,0,81.8192978,1001.140015,3,2.0230899,286.9030151,0.472482,2,539.4050293,10.3234997,306.1040039,0.419889,0.241276,0.336507,0.640097,1,0.507708,0.592924,2,0.0408063,0.191348,2,0,0.655165,1,0.181515,-3329706.97,1938746.124
1344,0,68.0772018,3041.600098,2,2.6517401,917.664978,0.459965,4,1079.609985,8.8987598,50.2770996,0.526735,0.377072,0.170926,0.0181894,0,0.5384,0.938339,0,0.29715,0.33313,0,0,0.66785,1,0.206514,-3682941.374,1698760.389
1345,0,58.6446991,0,5,4.1823702,677.8740234,0.407851,2,243.727005,8.1359596,119.1589966,0.534352,0.36588,0.429063,0,0,0.606599,0.90234,0,0.283339,0.444265,1,0,0.601725,0,0.242772,-3932546.131,1637889.127
1346,0,119.1529999,1414.209961,1,7.3580298,506.1480103,0.578895,3,409.8980103,10.0740995,345.9769897,0.350658,0.410445,0.487294,0.60112,0,0.630802,0.905275,0,0.10618,0.183898,1,1,0.723794,0,0.158607,-3483659.79,1932360.642
1347,0,68.908699,1004.5,5,2.3960099,208.2579956,0.505916,4,439.4110107,10.5951996,245.6940002,0.473153,0.271384,0.26052,0.508353,0,0.675756,0.886719,0,0.168133,0.191945,2,0,0.747349,0,0.214823,-3711853.852,1770970.401
1348,0,67.8792038,1000.669983,5,5.16857,261.3439941,0.42052,4,108.9189987,11.4616003,164.9499969,0.489185,0.485332,0.189039,0.524694,0,0.632022,0.711068,1,0.110501,0.505572,0,2,0.749522,0,0.211018,-3678425.446,1798030.715
1349,0,61.1105995,1000.880005,3,6.2153301,311.2090149,0.398305,1,611.257019,10.5537004,199.0899963,0.271136,0.138093,0.330904,0.384477,0,0.355892,0.769488,1,0.09359,0.503887,0,0,0.566952,0,0.22508,-3207172.751,1952532.426
