OID_,CID,aspect,elevation,geology,min_temp,productivity,rugged,slope,vegetation,water,avg_rain,inapp_fire,rabbit,pig,temp_diff,lantana,land_clear,horse,habitat,grazing,goat,fox_den,flood,drought,dog,cat_den,lat,long
2024,0,64.4309006,629.6779785,3,11.0262003,0.562881,705.8839722,4.6642199,2,2047.949951,109.5360031,0,0.36168,0.407722,0.426603,0.71156,0,0.648477,0.918095,0,0.105177,0.218001,1,0,0.743164,0.156274,-3501623.882,1943335.084
2025,0,287.9519958,777.6890259,4,9.2424002,0.38327,77.9570007,1.32099,3,0,61.9878998,0,0.45763,0.302459,0.322872,0.190953,1,0.266463,0.699187,2,0.0906642,0.780137,1,0,0.456505,0.251761,-3236097.791,1918346.538
2026,0,139.2940063,113.3720016,2,8.4833202,0.46325,233.6410065,1.9488,5,0,71.3018036,0,0.371615,0.20839,0.258223,0.114992,0,0.439057,0.906459,1,0.26328,0.481624,2,1,0.67114,0.223136,-4066134.718,1588528.879
2027,0,200.9660034,385.053009,3,9.5235004,0.496035,265.2359924,3.6802499,1,0,80.0429001,0,0.390089,0.423554,0.596889,0.508828,0,0.672853,0.868353,0,0.126311,0.428666,1,1,0.666776,0.191795,-3583511.747,1861360.804
2028,0,27.5291004,12.1062002,4,12.2575998,0.498098,37.9401016,0.662857,3,1000,91.259697,1,0.504032,0.260697,0.241765,0.563097,0,0.635873,0.841475,2,0.19264,0.562291,2,2,0.666375,0.196775,-3954782.9,1676853.229
2029,0,105.2509995,374.131012,2,8.65306,0.504861,528.4489746,11.5202999,5,2419.729981,77.6828995,0,0.394362,0.20435,0.238751,0.106867,0,0.385884,0.879628,0,0.29564,0.713182,1,0,0.636015,0.211474,-4092235.852,1594531.032
2030,0,208.6329956,507.1809998,4,9.9297895,0.508344,425.4549866,7.3577399,6,1000.340027,93.3548965,0,0.453784,0.351796,0.415704,0.323943,0,0.53412,0.9111,0,0.203625,0.423726,0,0,0.692633,0.178245,-3778053.475,1715580.471
2031,0,140.3509979,33.5014992,4,13.7112999,0.508772,65.8189011,1.00366,2,1000.01001,92.9148026,1,0.35555,0.313603,0.338145,0.702175,0,0.623248,0.88672,1,0.0887206,0.145176,3,1,0.658227,0.185729,-3359267.012,2010012.718
2032,0,0.520812,470.5809937,5,10.2969999,0.3418,137.6820068,2.0682001,6,2001.369995,58.8255005,0,0.391107,0.503662,0.531886,0.145142,0,0.285356,0.504608,1,0.161772,0.309443,1,0,0.435331,0.23667,-3317313.396,1793171.366
2033,0,79.5294037,944.7210083,2,7.69417,0.514895,189.2279968,3.70579,3,1004.219971,77.3874969,0,0.451209,0.337034,0.331187,0.0601533,0,0.347424,0.534066,1,0.0409975,0.487647,2,0,0.701092,0.2162,-3392534.5,1906397.864
2034,0,176.2389984,371.6289978,4,9.6320696,0.373727,122.6589966,2.2158301,6,0,61.9407997,0,0.394764,0.364187,0.441428,0.12035,0,0.31206,0.479555,1,0.177276,0.278883,1,0,0.436937,0.226955,-3382141.508,1775391.964
2035,0,290.4630127,349.4440002,4,9.6425695,0.3817,204.4869995,4.2781501,6,1000,61.8344994,0,0.458335,0.415587,0.416124,0.117403,0,0.420662,0.814186,1,0.241107,0.686137,0,0,0.495575,0.22669,-3379663.291,1769157.17
2036,0,124.6100006,123.8720016,4,12.8889999,0.472878,149.0319977,0.510199,3,1414.51001,91.1078033,0,0.359023,0.293258,0.0250884,0.714203,0,0.621235,0.910691,0,0.0995282,0.244467,1,0,0.665472,0.182668,-3417831.66,1985809.094
2037,0,200.8699951,512.7219849,1,7.8461699,0.398774,325.0979919,6.38977,5,0,59.854599,0,0.540086,0.450698,0.327816,0,0,0.412529,0.545625,2,0.348038,0.696446,1,1,0.542627,0.225602,-3866625.804,1646725.334
2038,0,20.9496994,421.5629883,1,11.2266998,0.322822,147.1719971,0.914896,6,3829.939941,54.9962006,0,0.426673,0.369203,0.43221,0.101316,0,0.331672,0.63762,1,0.168321,0.302548,1,0,0.423578,0.238982,-3286157.722,1796815.096
2039,0,46.6876984,356.9779968,2,7.3703098,0.353486,316.1480103,7.51967,5,1005.849976,52.2893982,0,0.5943,0.409574,0.204291,0,0,0.486654,0.836479,0,0.33941,0.526608,1,0,0.485815,0.256241,-4132328.709,1460467.505
2040,0,212.8589935,15.3221998,1,12.7360001,0.45022,89.4623032,1.04637,8,0,88.702301,0,0.262893,0.23125,0.362917,0.492227,1,0.556427,0.524312,2,0.0677121,0.260958,5,0,0.512085,0.19058,-3373709.265,1976156.499
2041,0,351.9710083,531.3690186,1,8.0632095,0.443474,580.0780029,9.5792704,6,1009.580017,62.2374001,0,0.524484,0.45567,0.349562,0.0282362,0,0.434094,0.943156,1,0.384901,0.308463,1,1,0.587064,0.213734,-3859868.271,1651982.753
2042,0,265.3450012,606.5419922,4,9.3338404,0.425837,279.9689941,2.9926,4,3008.310059,65.8287964,0,0.529046,0.439941,0.362616,0.206073,1,0.517096,0.345555,2,0.0935492,0.53775,0,2,0.639364,0.221376,-3617247.765,1793598.21
2043,0,243.5310059,385.5650024,1,9.6448202,0.340766,97.1066971,1.0944,6,0,58.7546997,0,0.447641,0.362869,0.534262,0.137105,0,0.336022,0.675385,1,0.096941,0.362859,1,0,0.545568,0.238289,-3361618.781,1782743.941
2044,0,357.4159851,610.4290161,4,8.62924,0.516473,308.598999,3.71908,3,1001.73999,63.3721008,1,0.513682,0.367749,0.170849,0.0558136,0,0.552667,0.928054,0,0.263665,0.299025,0,2,0.70255,0.218331,-3691984.255,1713222.547
2045,0,108.4919968,118.1389999,1,12.8703003,0.502614,87.3246002,0.787544,3,1414.73999,91.5246964,0,0.142077,0.113989,0.565622,0.511203,0,0.586913,0.343134,1,0.0365688,0.385281,2,2,0.519641,0.183902,-3288620.585,2023248.03
2046,0,33.2103004,744.5280151,4,9.3584499,0.37165,34.6983986,0.726103,5,1000.01001,59.4888,0,0.490611,0.338401,0.325162,0.21764,1,0.280723,0.677964,2,0.0796443,0.712394,1,0,0.461231,0.251514,-3234093.984,1915738.542
2047,0,166.6000061,759.1229858,1,8.3362503,0.482545,564.552002,12.3209,2,2430.090088,76.3488007,0,0.473156,0.432377,0.536396,0.0183617,0,0.382301,0.748305,0,0.36595,0.487984,1,1,0.612624,0.202499,-3598686.4,1753345.594
2048,0,332.6000061,585.5300293,4,6.5714402,0.40989,243.5829926,2.3415899,7,1414.560059,70.8356018,1,0.671876,0.499154,0.36285,0,0,0.40595,0.748497,0,0.183544,0.412647,2,0,0.714644,0.221348,-4108483.789,917698.276
2049,0,130.9900055,456.8280029,4,11.3177996,0.512897,116.387001,2.1415701,3,1415.609985,85.2797012,0,0.356303,0.285716,0.262634,0.610419,1,0.52649,0.214916,2,0.0530012,0.543383,1,0,0.591904,0.193554,-3240619.629,1983763.857
2050,0,13.665,758.9780273,4,5.0071201,0.416516,331.1289978,6.0935998,5,1000.830017,52.7517014,1,0.628494,0.482822,0.201714,0,0,0.641636,0.522368,0,0.203383,1.7999001,1,0,0.441138,0.263879,-4124646.488,1490450.527
2051,0,205.1620026,645.5889893,4,9.2838497,0.401019,235.522995,2.1429601,5,2418.729981,57.4900017,0,0.479451,0.470688,0.362179,0.276416,0,0.433756,0.844467,0,0.241327,0.309473,0,1,0.620709,0.221817,-3281634.435,1881644.858
2052,0,47.6671982,767.2880249,4,8.3563995,0.503829,242.2169952,3.4559901,3,1000.030029,93.8610992,1,0.483502,0.332616,0.205263,0.0368649,0,0.615011,0.777597,0,0.178096,0.526206,1,3,0.719486,0.207027,-3771271.03,1693005.626
2053,0,300.6210022,512.7789917,4,8.9909201,0.442482,259.3349915,4.4714699,5,1000.419983,65.103302,0,0.49893,0.457523,0.452281,0.174925,1,0.385331,0.147499,2,0.0630798,0.477204,2,2,0.617991,0.219296,-3607263.996,1803543.143
2054,0,118.8290024,87.1796036,4,13.1821003,0.512376,71.4888,1.11489,2,0,116.5839996,0,0.313709,0.205898,0.0762097,0.72281,0,0.518452,0.741243,0,0.0582782,0.457977,2,0,0.508014,0.163406,-3441816.126,1990996.914
2055,0,152.7149963,625.4819946,3,9.5685101,0.550495,276.526001,2.5950699,2,1001.200012,119.3929977,0,0.361978,0.414716,0.463222,0.419293,0,0.585495,0.916854,0,0.0897591,0.377489,3,1,0.728297,0.150629,-3468950.567,1936757.584
2056,0,55.6276016,138.8329926,1,11.5403996,0.467598,250.3710022,3.6359701,3,2001.959961,76.0899963,0,0.417612,0.311298,0.10202,0.625265,1,0.60824,0.627498,2,0.147848,0.519252,0,1,0.687911,0.19051,-3671823.681,1810299.422
2057,0,212.1829987,615.6680298,2,5.5134201,0.408617,462.8089905,5.1866102,5,1000.479981,55.1339989,1,0.627129,0.493066,0.210333,0,0,0.640957,0.872229,0,0.279575,0.628906,1,0,0.5208,0.258425,-4117812.827,1472065.539
2058,0,132.7810059,412.1679993,4,10.2346001,0.415099,307.0650024,6.2200298,5,1000.419983,61.4281998,0,0.475025,0.504104,0.090361,0.151594,0,0.434102,0.760732,1,0.324999,0.278158,2,1,0.560183,0.2149,-3414384.039,1708405.768
2059,0,54.5348015,583.1040039,1,10.6613998,0.354762,179.6880035,2.6558101,3,2828.919922,59.2038994,0,0.272654,0.0676407,0.300564,0.376526,1,0.268156,0.352977,2,0.0538868,0.586626,1,2,0.380175,0.235061,-3183485.888,1945988.987
2060,0,276.7229919,413.9020081,1,10.3757,0.321212,246.5339966,2.4547601,6,1414.23999,56.6539001,0,0.362633,0.430555,0.507703,0.139269,0,0.238078,0.574181,1,0.162844,0.351041,1,0,0.375038,0.236381,-3313858.572,1783443.967
2061,0,162.5650024,631.4860229,4,9.0257797,0.452572,407.8590088,6.9330602,5,2071.5,71.1875992,1,0.540468,0.418089,0.407623,0.132032,0,0.472817,0.935026,0,0.36014,0.220284,0,2,0.750672,0.19844,-3840583.909,1679908.112
2062,0,346.881012,349.7449951,5,10.1211004,0.367215,335.4450073,6.5258598,7,1000.700012,53.3571014,0,0.395631,0.468892,-0.0962057,0.126255,0,0.169486,0.419764,1,0.19022,0.358143,1,0,0.365405,0.236805,-3521630.083,1745928.129
2063,0,29.8677006,74.6315994,1,13.2800999,0.415528,112.7160034,0.771555,3,0,76.5333023,0,0.409518,0.264083,0.439001,0.328186,1,0.510754,0.365027,2,0.0497047,0.173733,0,0,0.593965,0.186291,-3105469.149,2007731.384
2064,0,353.7319946,757.809021,4,7.2645602,0.394134,310.1860046,4.9755702,5,0,59.8782997,0,0.501158,0.411038,0.674846,0.102005,0,0.367127,0.799968,1,0.159626,0.45933,0,1,0.553333,0.227709,-3513046.233,1807768.874
2065,0,298.7130127,216.5160065,4,12.4601002,0.443087,124.5289993,1.40553,3,2416.879883,72.608902,0,0.315386,0.279821,0.222453,0.510404,0,0.575364,0.620079,1,0.0785762,0.387796,1,0,0.578517,0.1952,-3229154.569,2008152.425
2066,0,352.3590088,330.3609924,2,11.9580002,0.413231,100.9720001,2.0894301,3,1416.280029,71.0999985,0,0.398166,0.299363,0.351366,0.417287,1,0.46031,0.522403,2,0.0924843,0.259921,1,0,0.604223,0.206924,-3104554.705,1970602.649
2067,0,184.3079987,154.227005,4,9.9577398,0.515275,205.4459991,4.1139498,5,1002.469971,78.9537964,1,0.361475,0.208024,0.208299,0.281519,0,0.526403,0.922734,0,0.221382,0.262166,1,1,0.655996,0.210047,-4056177.866,1611952.206
2068,0,84.7759018,715.6459961,4,7.2242398,0.525235,316.6990051,3.7851501,3,1011,76.7771988,0,0.618936,0.367635,0.203978,0,0,0.600072,0.854838,0,0.241905,0.859949,4,2,0.530969,0.240326,-4168766.641,1443739.831
2069,0,158.2940063,668.3930054,4,8.5803099,0.417562,301.2600098,6.84935,5,1000.609985,68.1212006,0,0.48911,0.536867,0.2021,0.0765286,0,0.352978,0.872059,1,0.250134,0.436073,1,1,0.629418,0.217086,-3421481.691,1741569.144
2070,0,98.5202026,201.7019958,4,8.98526,0.52636,256.2720032,5.8017702,1,2416.290039,77.466301,1,0.388562,0.218692,0.23083,0.200762,0,0.496188,0.925942,0,0.264225,0.368069,1,1,0.674671,0.206227,-4057548.161,1603793.538
2071,0,358.8659973,583.5380249,4,6.6445899,0.494924,350.355011,4.18609,3,0,110.0559998,1,0.584954,0.499662,0.110652,0,0,0.530591,0.70453,0,0.218726,0.480642,1,0,0.803771,0.172174,-4100135.79,1345154.938
2072,0,191.1439972,601.7410278,4,5.7244,0.512766,636.5440063,6.9584999,3,0,72.2601013,0,0.645611,0.353717,0.0685857,0,0,0.70456,0.244338,0,0.162077,0.583252,0,1,0.641458,0.208439,-4158708.98,1370815.64
2073,0,15.1662998,1189.780029,1,7.57618,0.551647,419.0140076,4.4138098,3,2071.01001,81.3021011,1,0.471942,0.566761,0.298458,0.0413535,0,0.45313,0.903436,0,0.12688,0.383539,2,1,0.787031,0.195958,-3391040.345,1913600.44
2074,0,44.5970993,460.4169922,4,7.3845801,0.40121,403.6419983,1.66391,3,1011.419983,63.9799004,0,0.665532,0.497112,0.308779,0,0,0.323553,0.742972,0,0.229993,1.1506701,1,0,0.688626,0.230983,-4101689.324,940676.6015
2075,0,90.2516022,687.4790039,4,7.01438,0.444668,201.9309998,1.94007,5,0,69.1351013,0,0.505137,0.332165,0.767359,0.0822112,0,0.319836,0.329334,1,0.0986932,0.607184,0,1,0.56704,0.231286,-3532484.883,1813965.778
2076,0,56.3860016,418.7879944,1,9.7375698,0.351523,110.6930008,2.33286,6,1414.540039,58.8891983,0,0.443627,0.424197,0.51759,0.126692,0,0.413728,0.806748,1,0.191615,0.365889,1,0,0.489841,0.239365,-3361913.505,1777618.194
2077,0,209.0200043,75.131897,4,12.04,0.474917,269.7120056,1.5953701,5,1000.390015,100.223999,1,0.437213,0.226947,0.166267,0.729162,1,0.720525,0.906737,1,0.164586,0.966482,1,1,0.739131,0.186857,-3778424.579,1773125.501
2078,0,270.57901,94.3336029,3,11.6973,0.538485,275.9450073,4.0275602,3,1000.229981,88.6835022,0,0.419902,0.391141,0.3915,0.757733,1,0.645988,0.725646,2,0.098073,0.290926,1,1,0.735901,0.17763,-3621527.879,1885401.345
2079,0,256.7009888,558.5960083,4,7.9423299,0.446206,155.0149994,0.226747,5,1000.419983,68.3430023,0,0.530544,0.377122,0.59785,0.142168,1,0.365701,0.520978,2,0.127274,0.508602,0,0,0.556122,0.224479,-3553973.548,1795618.554
2080,0,10.7067003,445.4140015,4,9.8846703,0.337512,84.3387985,1.6914999,3,2000.869995,55.7835007,0,0.474156,0.366388,0.503283,0.219539,0,0.351976,0.712046,2,0.172842,0.381905,0,1,0.488943,0.231761,-3305053.311,1870943.305
2081,0,288.8599854,719.3460083,4,8.8109903,0.526166,403.6730042,6.3210001,3,2829.030029,98.7907028,0,0.481533,0.348595,0.376234,0.0791725,0,0.613699,0.923066,0,0.24819,0.27361,0,0,0.712972,0.184506,-3809727.541,1688604.776
2082,0,152.3500061,953.7609863,2,7.5243702,0.516105,203.4299927,2.8157101,3,0,78.1352005,0,0.456525,0.289803,0.283138,0.04444,0,0.320311,0.824172,1,0.0443634,0.71582,1,0,0.693762,0.208601,-3348255.835,1918311.496
2083,0,15.4245005,351.8609924,2,11.4773998,0.365125,90.1350021,0.540057,3,0,64.9124985,0,0.469264,0.294924,0.427393,0.344775,1,0.376482,0.540158,2,0.0483289,0.321123,1,0,0.571081,0.224913,-3086415.537,1956650.862
2084,0,276.3760071,1142.540039,4,5.83073,0.46453,726.2260132,11.6511002,3,2926.870117,91.156601,1,0.598118,0.481582,0.0294215,0,0,0.750892,0.828923,0,0.345029,0.439708,1,2,0.539625,0.187933,-4151683.715,1340722.892
2085,0,354.0469971,477.446991,4,9.4570799,0.445966,216.1940002,4.24681,5,1420.869995,62.4020004,0,0.526643,0.494913,0.305057,0.242553,1,0.526093,0.674884,2,0.146049,0.468535,0,2,0.67177,0.215687,-3624261.807,1783403.408
2086,0,1.63607,559.4559937,1,7.3263602,0.500673,400.480011,1.40943,3,1012.950012,86.7443008,1,0.540453,0.483603,0.0066282,0,0,0.433467,0.809767,0,0.21018,0.606377,1,0,0.794986,0.211828,-4085354.946,1272147.793
2087,0,146.3950043,140.9149933,4,12.7533998,0.387239,150.5090027,1.39245,3,2414.439941,72.3837967,0,0.300656,0.326178,0.387444,0.371353,1,0.415756,0.561545,2,0.0551389,0.316751,0,0,0.5172,0.204152,-3104521.582,1988390.752
2088,0,98.2950974,457.8210144,1,9.8072395,0.563092,332.3900146,5.2816401,2,1000.039978,90.5625992,0,0.406581,0.240545,0.298067,0.511575,0,0.480722,0.910386,0,0.0596295,0.206695,3,0,0.711473,0.167754,-3339322.751,1947718.33
2089,0,126.9540024,203.1289978,4,11.9534998,0.474323,207.7640076,1.84859,1,1414.969971,73.766098,0,0.397888,0.374362,0.513891,0.517606,1,0.551445,0.779209,0,0.106379,0.19396,1,0,0.702903,0.202905,-3070744.776,1975240.136
2090,0,138.5220032,124.9110031,4,9.5991602,0.508186,190.5919952,2.76578,5,1000.01001,78.1701965,1,0.374842,0.210208,0.290923,0.275928,0,0.573229,0.927907,0,0.244521,0.293931,1,0,0.664669,0.204796,-4039072.656,1613820.825
2091,0,93.7113037,80.6340027,4,12.9198999,0.467842,52.3781013,0.818899,3,3000.399902,85.5375977,0,0.25777,0.321361,0.582059,0.518396,1,0.536406,0.551742,0,0.0362394,0.269981,2,0,0.529962,0.19369,-3316013.174,2007529.64
2092,0,100.2480011,825.2739868,2,5.9863701,0.424638,364.3609924,6.8679299,5,2024.579956,57.2162018,1,0.611936,0.41053,0.135064,0,0,0.678371,0.893042,0,0.216332,1.08201,0,0,0.63291,0.252715,-4150886.442,1388030.183
2093,0,330.6040039,404.2380066,4,7.23033,0.495556,258.1849976,5.835,3,0,67.836998,1,0.608462,0.281851,0.19531,0,0,0.535422,0.84914,0,0.190296,0.282284,1,0,0.638366,0.214671,-4163226.771,1460939.795
2094,0,169.2189941,484.2739868,4,9.7428102,0.472936,191.7850037,1.31379,3,2009.729981,60.5644989,1,0.484494,0.318285,0.247905,0.323839,0,0.609386,0.937819,0,0.208534,0.300385,0,2,0.706407,0.224633,-3682689.428,1742168.133
2095,0,359.7269897,46.1973,4,13.3323002,0.41247,83.5215988,1.23666,3,0,70.2097015,0,0.311929,0.254338,0.133187,0.367129,1,0.587688,0.263127,2,0.058215,0.351764,3,1,0.551071,0.206731,-3193061.626,2024318.397
2096,0,73.3443985,464.1040039,4,9.4058704,0.407059,207.401001,4.8974099,3,2002.420044,58.3097992,0,0.498541,0.303727,0.355599,0.199918,1,0.380876,0.391537,1,0.189076,0.541053,0,1,0.532077,0.236248,-3613157.905,1784802.234
2097,0,350.7479858,565.0980225,1,12.4392004,0.548587,642.7860107,13.8868999,5,1049.459961,94.5734024,0,0.349606,0.192208,0.102721,0.644475,0,0.542421,0.699161,1,0.0629184,0.184417,2,0,0.696143,0.150884,-3240577.736,2030669.269
2098,0,325.8460083,529.2600098,4,8.5243301,0.416028,189.1649933,2.9386899,5,0,65.5233002,0,0.496984,0.418283,0.529553,0.116887,0,0.294541,0.688552,2,0.0742613,0.582428,0,1,0.540391,0.228404,-3582525.628,1757046.825
2099,0,237.4859924,467.1749878,4,10.5910997,0.316745,78.5983963,0.317895,5,0,55.3844986,0,0.492925,0.462038,0.282393,0.229729,0,0.282643,0.681208,1,0.0975167,0.40297,0,1,0.49501,0.245263,-3224501.864,1884255.544
2100,0,247.3840027,247.3690033,4,11.4319,0.280841,63.3874016,1.44359,6,4000.23999,29.7700005,0,0.593107,0.361755,-0.0313235,0,0,0.564632,0.929855,1,0.68087,0.280785,1,1,0.490292,0.300657,-3587657.41,1275584.97
2101,0,347.6640015,133.9389954,1,12.7333002,0.390146,267.6789856,5.0679102,3,1000.289978,74.0550003,0,0.339835,0.256296,0.489957,0.352245,1,0.558051,0.352855,2,0.0771,0.253805,2,0,0.604042,0.201264,-3081351.295,1991425.19
2102,0,353.4559937,1033.76001,4,6.14218,0.419169,341.2990112,1.67243,5,1012.950012,62.7869987,0,0.531645,0.403116,0.785194,0.0107415,0,0.263986,0.551148,1,0.0631572,1.2162,0,2,0.605636,0.255431,-3502872.222,1813333.521
2103,0,59.8927994,917.2960205,2,5.11233,0.386724,396.1789856,7.34091,5,2014.560059,60.1983986,0,0.603645,0.515692,0.232823,0,0,0.73008,0.776199,1,0.209055,1.0066,1,0,0.6608,0.247621,-3997330.865,1537511.212
2104,0,77.2993011,375.4450073,2,7.0696702,0.427745,650.6370239,4.0888801,3,0,56.4348984,0,0.623174,0.379681,0.145368,0,0,0.514309,0.824765,1,0.303136,0.872349,1,0,0.495738,0.242705,-4164530.233,1395303.855
2105,0,256.1440125,205.5690002,4,8.4488802,0.51081,373.9620056,6.5497398,2,1000.659973,77.0165024,1,0.401181,0.225701,0.237103,0.126999,0,0.464112,0.917452,0,0.286908,0.235673,2,2,0.6875,0.208902,-4071518.453,1594342.822
2106,0,149.8439941,652.3309937,4,9.0423203,0.501394,279.2969971,5.8318,5,2007.150024,62.8282013,0,0.504497,0.333377,0.205696,0.11543,0,0.578033,0.913201,0,0.242446,0.352429,0,2,0.694176,0.225651,-3688058.794,1725295.032
2107,0,39.4766998,894.8619995,2,6.7358899,0.45208,232.8280029,3.5090899,3,1003.580017,58.1156006,0,0.558841,0.284399,0.0788194,0,1,0.213833,0.449052,2,0.0552198,1.87685,1,0,0.392163,0.266796,-3777379.425,1638868.249
2108,0,71.8339996,230.0579987,1,11.7938004,0.529095,303.7380066,6.1729698,3,1001.179993,86.7285995,0,0.463813,0.362988,0.330486,0.716181,1,0.470467,0.418799,2,0.0488891,0.359775,1,1,0.722792,0.190838,-3645277.402,1867195.918
2109,0,102.8339996,1083.319946,1,7.9243898,0.439931,529.7269897,2.8206,5,3441.370117,72.5429001,0,0.521287,0.572649,0.608257,0.0045889,0,0.525445,0.799704,1,0.137507,0.887089,0,1,0.724091,0.213335,-3584494.978,1778173.59
2110,0,287.5150146,577.1740112,1,12.8666,0.531642,395.2900085,8.1569099,1,1027.77002,93.797699,0,0.325987,0.187945,0.0434964,0.677101,0,0.489567,0.694908,1,0.0565454,0.155707,2,0,0.704556,0.163115,-3226850.543,2038431.305
2111,0,176.6119995,762.9749756,4,8.8080196,0.395478,298.6650085,2.85358,5,1008.419983,59.9185982,0,0.486355,0.484879,0.426918,0.219189,0,0.430148,0.881848,1,0.238709,0.410544,0,1,0.584872,0.229786,-3309484.078,1879968.794
2112,0,211.0310059,489.2879944,1,8.6087999,0.458857,308.3519897,6.0001898,3,1414.48999,66.5903015,0,0.428795,0.497508,0.377128,0.0979305,1,0.260034,0.497531,2,0.192679,0.527403,1,1,0.482324,0.211896,-3599208.844,1736102.23
2113,0,146.1260071,677.6010132,1,8.1097898,0.505725,609.6370239,3.6942599,6,0,71.0266037,0,0.466238,0.593158,0.271415,0.0197964,0,0.308915,0.871336,0,0.283321,0.569178,0,1,0.62499,0.204876,-3590305.821,1699073.555
2114,0,272.4809875,355.5599976,4,10.3744001,0.581741,196.4129944,1.94373,3,1008.51001,94.1488037,0,0.414058,0.249498,0.525963,0.649437,0,0.49868,0.908619,0,0.068082,0.125532,2,1,0.703489,0.166494,-3597943.185,1879870.598
2115,0,209.3309937,522.052002,4,8.8378096,0.340661,99.6621017,0.0687068,5,0,59.5065994,0,0.486816,0.388792,0.571835,0.157017,0,0.34416,0.611499,1,0.076719,0.480277,0,0,0.541671,0.247235,-3347568.464,1832397.871
2116,0,316.9070129,129.1159973,1,12.8919001,0.521842,72.6496964,1.30952,3,0,105.5370026,0,0.240616,0.145625,0.390508,0.582315,1,0.560386,0.677545,2,0.0255172,0.453366,2,1,0.567065,0.168192,-3263843.508,2024983.364
2117,0,267.0610046,345.2189941,4,11.2132998,0.318859,120.6190033,0.793432,5,0,52.7551003,0,0.46794,0.400197,0.326378,0.126437,1,0.239886,0.687268,2,0.158561,0.356901,1,0,0.467784,0.240573,-3256404.96,1850967.564
2118,0,104.3270035,253.4519958,4,10.0162001,0.457117,50.0839996,0.915504,5,1000.229981,69.2867966,0,0.466636,0.260118,0.36778,0.398052,0,0.48616,0.522257,1,0.104226,1.12773,1,2,0.656477,0.223091,-3831693.552,1701036.137
2119,0,278.7260132,764.4060059,3,9.6395597,0.575011,300.4590149,1.88913,1,1003.099976,113.8199997,0,0.434577,0.447166,0.480563,0.192832,0,0.506477,0.912857,0,0.061708,0.409999,2,1,0.730198,0.177142,-3595989.966,1890510.406
2120,0,88.5932007,793.164978,4,10.1798,0.606779,436.8659973,7.6687799,2,1443.109985,116.9909973,0,0.474197,0.297291,0.297551,0.178335,0,0.570118,0.88248,0,0.237162,0.228153,0,2,0.687567,0.169496,-3649258.942,1835600.397
2121,0,251.6369934,392.243988,2,7.2259002,0.491126,368.1229858,4.6908202,3,2002.670044,74.7442017,0,0.576638,0.49645,0.0978594,0,1,0.284082,0.667074,2,0.257967,0.626894,1,0,0.558937,0.228897,-4003231.97,1417094.173
