OID_,CID,aspect,elevation,geology,min_temp,productivity,rugged,slope,vegetation,water,avg_rain,inapp_fire,rabbit,pig,temp_diff,lantana,land_clear,horse,habitat,grazing,goat,fox_den,flood,drought,dog,cat_den,lat,long
1915,0,213.9299927,127.7839966,5,11.9242001,0.450051,83.3562012,1.37509,6,1000.099976,87.0358963,0,0.250654,0.189443,0.434877,0.56801,0,0.422638,0.536067,1,0.0584297,0.20818,3,0,0.474141,0.187148,-3331128.069,1966552.686
1916,0,44.6300011,32.8921013,4,13.5127001,0.462418,8.3526697,0.103589,8,1414.209961,91.2828979,0,0.338688,0.208681,0.492832,0.568333,1,0.642865,0.499728,0,0.0335557,0.222595,2,0,0.601791,0.192495,-3333398.122,2015382.452
1917,0,45.4830017,131.2189941,4,12.7694998,0.244633,197.5410004,2.4709499,5,1000,27.2413998,0,0.524989,0.29043,0.0866638,0,0,0.665117,0.939298,0,0.74609,0.201313,2,1,0.411065,0.266959,-3397510.037,1304330.077
1918,0,10.2371998,141.7720032,1,8.8674002,0.466898,311.6380005,2.19491,3,0,73.9409027,0,0.568148,0.270211,0.18968,0,0,0.563811,0.868776,0,0.260723,0.29382,3,1,0.672793,0.225523,-4184130.982,1450449.495
1919,0,273.4089966,88.5074005,1,12.8043003,0.524766,154.4920044,1.22913,3,0,96.7862015,0,0.152003,0.146725,0.483085,0.536034,0,0.61646,0.410827,2,0.0396863,0.498744,2,0,0.578724,0.174849,-3279273.429,2022248.993
1920,0,68.615097,340.9639893,4,10.0908003,0.488105,138.9340057,3.2646599,5,1000.340027,88.25,0,0.349377,0.184406,0.528851,0.35345,0,0.481766,0.950407,0,0.13422,1.0621001,1,1,0.646456,0.192956,-3794841.053,1706725.262
1921,0,53.2855988,339.3469849,1,7.1601601,0.486661,448.1679993,4.0345802,3,0,101.6220016,0,0.496384,0.344487,0.167407,0,0,0.299093,0.48652,0,0.186904,0.93354,1,0,0.608881,0.180192,-4095213.649,1341691.982
1922,0,55.6264992,529.8880005,4,8.9959097,0.351615,228.5330048,3.9861701,6,3415.100098,57.4426994,0,0.443631,0.304561,0.163636,0.128319,1,0.106208,0.313748,1,0.160841,0.86463,2,0,0.339954,0.24302,-3527005.027,1762792.163
1923,0,65.0839005,609.6920166,2,9.9312296,0.348703,214.3690033,3.6982801,5,2414.27002,57.1175003,0,0.478171,0.347302,0.355846,0.288024,0,0.354806,0.540912,1,0.119008,0.478343,1,0,0.492481,0.245242,-3224756.067,1914559.725
1924,0,215.4019928,668.348999,5,6.6132798,0.51113,451.3659973,9.2376404,3,1441.439941,59.5718002,0,0.615193,0.388637,0.158782,0,0,0.537278,0.761934,0,0.304424,0.367327,3,0,0.489659,0.224458,-4160025.919,1409570.953
1925,0,320.3150024,663.0390015,1,10.4154997,0.41564,162.8699951,3.0985799,5,1000.119995,63.3027992,0,0.30953,0.105665,0.252722,0.400575,0,0.3023,0.71704,2,0.0481154,0.418896,1,0,0.510532,0.217324,-3189004.886,1953317.654
1926,0,185.3739929,368.0639954,4,8.7474699,0.425673,231.0780029,1.45925,5,0,55.1351013,0,0.538721,0.376467,0.266267,0.0484787,1,0.416724,0.757856,1,0.25133,0.530643,0,0,0.473044,0.220568,-3718947.417,1684965.1
1927,0,116.6169968,901.8579712,4,5.3961501,0.508814,232.0180054,5.5874701,5,1002.109985,64.0456009,0,0.603829,0.429819,0.150418,0,0,0.752318,0.890983,1,0.151383,1.45263,2,0,0.591906,0.264046,-4149655.184,1494584.689
1928,0,166.1490021,455.1000061,4,10.2313004,0.503704,437.1059875,6.0943499,2,1006.469971,85.1589966,0,0.409367,0.446601,0.572367,0.558389,0,0.716797,0.870472,0,0.151265,0.266663,1,1,0.687748,0.183269,-3588418.486,1866887.836
1929,0,45.3604012,370.1340027,4,7.4839201,0.434857,437.8659973,4.2364998,5,1002.359985,71.1897964,1,0.642767,0.310787,0.132807,0,0,0.336849,0.895931,0,0.229268,0.351761,1,1,0.481162,0.222768,-4163832.782,1339466.048
1930,0,334.8670044,687.2579956,1,8.0270004,0.461141,252.8580017,1.19812,3,0,71.5843964,0,0.309339,0.240461,0.596924,0.0519386,0,0.313587,0.962401,1,0.116319,0.895519,0,1,0.498932,0.223294,-3578451.306,1767153.201
1931,0,202.7200012,788.3170166,4,9.70574,0.565317,151.802002,2.3402801,1,2001.229981,141.4029999,0,0.337333,0.165838,0.300986,0.243455,0,0.221659,0.743945,1,0.0408012,0.801339,1,1,0.596098,0.159564,-3456438.314,1965534.548
1932,0,163.8240051,88.7491989,4,13.3003998,0.458445,121.4229965,2.28848,3,1414.26001,76.9578018,0,0.404013,0.39887,0.436634,0.567124,1,0.565,0.752351,2,0.0791348,0.15167,1,0,0.694934,0.186631,-3142623.663,2016263.836
1933,0,46.1138992,23.0289993,1,13.0950003,0.447895,6.8350301,0.0884387,3,0,88.6082001,0,0.228631,0.285297,0.653554,0.416821,1,0.529318,0.4484,2,0.019397,0.399285,2,2,0.482464,0.194864,-3310664.325,2020042.65
1934,0,265.7449951,124.1100006,4,10.6931,0.476868,156.1940002,2.06565,3,0,65.5513,0,0.456014,0.297785,0.264456,0.516283,0,0.70135,0.894988,0,0.172888,0.334527,3,2,0.698249,0.222211,-3721473.115,1769649.217
1935,0,230.1529999,777.9019775,2,6.7863002,0.526075,434.6300049,7.4072299,3,2033.27002,72.478302,0,0.645266,0.389903,0.1881,0,0,0.60909,0.873073,0,0.329677,0.413971,3,1,0.467104,0.232813,-4165446.717,1428502.005
1936,0,51.5563011,549.4420166,4,9.9761896,0.589676,223.7420044,1.84944,1,1001.419983,112.8199997,0,0.417234,0.283469,0.297785,0.346388,0,0.614428,0.859194,0,0.18782,0.126641,0,2,0.701214,0.157793,-3642977.27,1829628.984
1937,0,143.7330017,553.3040161,3,7.4671202,0.399021,345.2969971,1.85122,7,0,64.2279968,0,0.540899,0.491602,0.12341,0,0,0.37861,0.623375,1,0.338914,0.555936,0,1,0.555665,0.246786,-3701561.902,1610614.158
1938,0,156.0670013,754.8540039,1,7.2803001,0.377951,292.5580139,6.5648799,7,1416.479981,59.2097015,0,0.580693,0.388035,0.170885,0,0,0.340599,0.667566,1,0.193818,0.860734,0,1,0.587046,0.258887,-3707728.925,1634576.899
1939,0,110.1439972,505.6159973,1,8.9913797,0.415851,158.4409943,3.5046201,6,0,67.1407013,0,0.310245,0.160876,0.239534,0.0953172,1,0.177608,0.489197,2,0.0988367,0.445548,1,1,0.34891,0.225316,-3591013.327,1723812.156
1940,0,257.1149902,116.2460022,1,12.8076,0.424726,161.2160034,2.42345,5,1000.049988,74.7809982,0,0.41218,0.288352,0.450924,0.348995,1,0.481853,0.60898,2,0.0687618,0.202939,0,0,0.603307,0.194401,-3089548.852,1994450.288
1941,0,281.4819946,323.7399902,4,6.48348,0.514721,358.6940002,2.45224,5,0,79.751297,1,0.57835,0.345732,0.0293645,0,0,0.237899,0.367581,1,0.146811,0.361047,1,0,0.549505,0.205581,-4060520.679,1439107.488
1942,0,313.6619873,143.654007,4,11.9173002,0.442507,45.9262009,0.488661,5,1414.48999,80.8052979,1,0.473936,0.209106,0.020326,0.632083,0,0.670518,0.651042,0,0.142528,0.850032,0,2,0.683019,0.213029,-3845435.112,1734066.325
1943,0,269.7990112,833.1799927,1,7.5676098,0.458918,422.8909912,7.46175,5,3419.070068,76.8485031,0,0.281551,0.236618,0.601596,0.0305765,0,0.37594,0.443655,1,0.149131,0.956702,1,1,0.536305,0.207164,-3573214.225,1777539.543
1944,0,233.2279968,526.1870117,1,7.04741,0.491243,373.3089905,5.2662001,3,1000.570007,105.1880035,0,0.534239,0.516495,0.061295,0,0,0.468434,0.789826,0,0.198969,0.486094,2,0,0.782401,0.19198,-4108577.966,1284678.925
1945,0,246.9409943,192.6719971,4,12.1615,0.472204,127.0879974,2.7542801,5,1001.080017,84.6936035,0,0.309542,0.241988,0.430814,0.5226,1,0.53617,0.360546,0,0.068486,0.327886,3,2,0.560998,0.196876,-3303431.273,1983010.052
1946,0,223.9859924,1498.170044,2,3.08234,0.460765,622.1640015,11.3495998,3,1487.130005,83.8380966,1,0.445459,0.695867,0.353985,0,0,0.921474,0.720252,0,0.133985,1.4786201,6,0,0.619089,0.195201,-4062665.3,1484161.42
1947,0,70.7228012,169.0119934,1,13.2402,0.435184,168.5220032,3.68332,5,0,72.5667038,0,0.335043,0.184285,0.0971597,0.504484,0,0.535748,0.424704,2,0.0246052,0.378039,0,0,0.576408,0.186688,-3223599.719,2031427.033
1948,0,93.832901,564.2969971,4,9.89779,0.352166,93.5117035,1.68712,5,1000.940002,57.6348,0,0.510345,0.543143,0.323323,0.261003,0,0.503485,0.608257,2,0.209094,0.45892,0,0,0.611596,0.23865,-3264611.643,1867551.281
1949,0,212.3379974,553.4639893,4,8.0086803,0.437093,293.7430115,5.9005699,3,1417.310059,62.353199,0,0.482531,0.42998,0.575011,0.137617,1,0.385865,0.816745,1,0.229774,0.588446,0,0,0.611488,0.231013,-3535115.052,1799769.242
1950,0,7.2179198,104.6080017,4,11.7245998,0.544373,60.1348991,0.990079,3,2000.630005,92.8249969,1,0.506902,0.289258,0.276648,0.502149,0,0.611906,0.909234,0,0.261172,0.228422,2,2,0.677647,0.194874,-3961028.453,1671287.435
1951,0,215.6390076,845.4819946,1,10.7497997,0.541434,267.4760132,4.3294902,1,3843.939941,84.3867035,0,0.383836,0.430819,0.228544,0.275818,0,0.623608,0.860657,0,0.121312,0.274667,1,0,0.716118,0.180856,-3246545.548,1971967.608
1952,0,146.0650024,468.2640076,4,7.2125101,0.498126,362.6489868,4.12114,2,1414.939941,68.1103973,1,0.408885,0.22313,0.265665,0.0514688,0,0.355165,0.916329,0,0.286223,0.482527,1,0,0.630034,0.212125,-4109142.177,1577739.953
1953,0,303.4379883,191.3350067,5,12.6061001,0.295934,23.3549004,0.42643,5,4242.75,30.5200996,0,0.543965,0.452691,0.0781066,0,0,0.677699,0.920612,1,0.710341,0.22253,2,3,0.44525,0.280784,-3433924.2,1346122.229
1954,0,27.8689003,1064.959961,4,8.9640398,0.564754,797.9260254,10.0959997,2,1481.079956,104.6989975,0,0.502011,0.457559,0.386828,0.0391717,0,0.550062,0.884282,0,0.236654,0.427744,2,2,0.737,0.166133,-3634238.515,1828823.481
1955,0,82.6060028,628.2160034,5,8.62854,0.396083,205.0330048,2.4465799,5,2415.570068,63.5024986,0,0.491962,0.314762,0.342694,0.118144,0,0.273427,0.414338,1,0.115074,0.491857,1,0,0.483318,0.234468,-3554725.079,1762652.337
1956,0,348.7359924,167.8179932,4,12.0937004,0.471574,181.4470062,3.36516,5,1000.840027,89.4666977,0,0.266669,0.184768,0.41301,0.615056,1,0.464906,0.559555,2,0.057622,0.214531,2,0,0.4945,0.186469,-3338036.73,1976529.13
1957,0,304.1900024,651.0789795,4,8.4036903,0.541317,410.9790039,5.6433802,5,1000.229981,90.2601013,0,0.511447,0.475714,0.407955,0.0683656,1,0.57504,0.757797,2,0.20716,0.257319,1,3,0.736337,0.186239,-3632255.83,1799456.847
1958,0,102.3850021,913.5300293,2,4.5938501,0.396931,357.375,7.4275398,3,1417.439941,57.1054993,1,0.626396,0.466053,0.232495,0,1,0.735466,0.751131,0,0.175685,1.22446,2,0,0.602686,0.263144,-4098968.746,1477643.116
1959,0,312.4389954,178.1829987,4,11.2799997,0.433785,192.125,2.99598,3,1425.319946,75.9718018,1,0.356241,0.132963,0.279444,0.718509,0,0.524291,0.471118,0,0.159444,0.41883,2,0,0.670191,0.207922,-3775437.861,1747082.538
1960,0,298.743988,1358.52002,2,3.8810599,0.428723,469.4549866,7.44309,3,1022.309998,61.5675011,0,0.54318,0.738623,0.293955,0,0,0.897024,0.811561,0,0.119163,1.08929,0,1,0.768571,0.267038,-4020480.482,1535341.616
1961,0,222.4069977,594.4349976,4,7.8852801,0.492951,319.5899963,2.8302,3,1000.190002,66.5064011,1,0.643125,0.359064,0.0920975,0,0,0.561712,0.885893,0,0.32047,0.467616,0,0,0.507563,0.2353,-4186000.148,1396719.199
1962,0,261.3559875,631.2160034,5,6.0626502,0.457826,340.9330139,7.0251799,3,1005.070007,66.3562012,0,0.593599,0.491678,0.151134,0,0,0.587744,0.78025,0,0.240073,1.01513,1,1,0.609419,0.255897,-4118488.862,1395092.339
1963,0,223.8939972,516.5369873,4,7.5093198,0.391025,249.6320038,1.7880599,5,0,60.6673012,0,0.492876,0.40811,0.66226,0.110301,1,0.386135,0.837868,2,0.195661,0.519383,0,1,0.527438,0.232937,-3518155.857,1809118.701
1964,0,63.9790001,94.3124008,4,11.6422005,0.46531,102.9380035,1.403,5,2415.820068,73.8360977,0,0.340536,0.125561,0.324109,0.652705,1,0.51902,0.52951,2,0.09595,0.458526,1,1,0.629892,0.21117,-3696523.6,1813643.652
1965,0,85.6248016,994.3800049,2,7.61233,0.461418,348.1610107,6.9980302,3,1415.219971,71.143898,0,0.479007,0.377012,0.229599,0.0517519,1,0.33521,0.462479,2,0.152745,1.27747,1,0,0.676958,0.216816,-3313176.221,1914453.006
1966,0,77.8778992,238.2140045,4,11.1357002,0.292001,87.3862991,1.7068599,6,3415.26001,29.2898006,0,0.554956,0.363483,-0.165309,0,0,0.571272,0.878754,0,0.672487,0.318968,1,0,0.514667,0.301274,-3643352.638,1257143.362
1967,0,348.0899963,604.1680298,1,12.1829996,0.588587,536.5679932,11.1504002,2,1027.420044,108.8239975,0,0.320895,0.162351,0.108719,0.531884,0,0.357277,0.656597,0,0.0486084,0.120787,3,0,0.672113,0.150021,-3248402.396,2027575.27
1968,0,23.8540001,345.7869873,4,10.4790001,0.345915,97.0106964,1.4931901,5,1000.02002,54.8606987,0,0.43044,0.285112,0.542003,0.152342,0,0.208842,0.715146,1,0.156017,0.376029,0,1,0.427718,0.238641,-3304557.756,1847267.687
1969,0,82.4001999,527.4219971,1,11.184,0.416235,155.3910065,2.3477099,5,2417.060059,63.9752998,0,0.479987,0.31474,0.256219,0.542659,0,0.40857,0.765102,1,0.0801799,0.528502,2,1,0.618846,0.221162,-3158750.534,1941138.297
1970,0,250.8970032,458.2789917,4,8.7832403,0.413556,155.6640015,3.0871301,5,0,63.0597992,0,0.515715,0.474736,0.515996,0.130109,0,0.418755,0.724726,1,0.0878789,0.840111,0,1,0.596628,0.231418,-3595397.445,1771786.287
1971,0,158.1629944,144.9170074,4,12.1752005,0.492161,38.9263992,0.663504,3,0,86.175499,0,0.312388,0.281472,0.446661,0.626065,1,0.536209,0.786756,1,0.0666395,0.17001,5,1,0.639029,0.191852,-3316658.778,1977919.45
1972,0,256.2569885,387.6579895,4,9.8481598,0.501614,279.821991,4.86098,3,0,81.8421021,0,0.414875,0.429754,0.59509,0.575721,0,0.690276,0.813715,0,0.124929,0.299578,1,1,0.674917,0.191142,-3583670.308,1868758.195
1973,0,128.5339966,184.6100006,4,8.2745199,0.46273,257.2969971,2.26092,5,0,71.3022003,0,0.384201,0.233186,0.357491,0.0911967,0,0.566053,0.870744,0,0.284016,0.279949,1,1,0.666669,0.204407,-4019517.417,1604695.46
1974,0,2.0829599,603.4219971,4,7.6080198,0.459098,138.8159943,1.4815201,5,0,62.9662018,0,0.544019,0.361159,0.294224,0,0,0.465511,0.811924,0,0.163952,1.02062,1,2,0.646206,0.264324,-3889023.391,1654923.716
1975,0,319.6059875,393.5419922,4,11.7438002,0.430497,320.8439941,3.2052,1,1004.799988,63.9119987,0,0.427544,0.336773,0.293487,0.451691,1,0.470775,0.387507,1,0.0836318,0.358655,1,1,0.570576,0.203714,-3159417.06,1955449.199
1976,0,113.4069977,733.3619995,1,8.8819399,0.401482,413.7109985,4.6122899,5,4027.820068,59.7173996,0,0.507157,0.323254,0.481688,0.104476,1,0.350384,0.438091,2,0.155034,0.45204,0,1,0.51485,0.227755,-3601826.732,1776731.79
1977,0,263.855011,597.9970093,4,7.0048699,0.446531,292.5169983,5.1295099,5,0,63.9608002,1,0.544263,0.317874,0.416066,0,0,0.628219,0.912926,0,0.199053,0.517643,2,0,0.681053,0.237712,-3943452.601,1643161.677
1978,0,71.7053986,180.977005,4,12.6746998,0.437818,119.1600037,1.51394,3,1416.280029,71.058197,0,0.353137,0.366632,0.266362,0.508206,0,0.54846,0.465719,2,0.11081,0.25975,1,1,0.666038,0.205087,-3128138.01,1977979.998
1979,0,2.2097299,1123.300049,1,7.4101801,0.567021,278.6220093,5.6743102,2,2425.790039,79.393898,0,0.463637,0.397246,0.667543,0.0070458,0,0.386465,0.908898,0,0.0896965,0.464128,1,2,0.756208,0.205271,-3561083.197,1863814.075
1980,0,107.0510025,207.9730072,4,10.9393997,0.405318,221.5279999,3.6121199,5,2000.420044,69.3348007,0,0.419492,0.175576,0.298621,0.563578,1,0.462968,0.616652,2,0.107167,2.94945,1,1,0.506688,0.208595,-3809136.58,1710699.206
1981,0,23.0116997,796.0369873,2,8.5001097,0.484727,89.3554001,1.11682,3,1000,78.8516998,0,0.392005,0.204414,0.19277,0.148268,1,0.26614,0.429784,2,0.0525386,0.504997,2,0,0.478184,0.209604,-3301309.324,1933070.894
1982,0,282.9729919,63.4838982,4,10.4920998,0.517251,56.7291985,1.02118,1,3416,88.1272964,0,0.330996,0.175491,0.487488,0.366138,0,0.61565,0.90843,0,0.184098,0.505344,2,0,0.603751,0.211675,-4012047.746,1641724.766
1983,0,38.3123016,669.4899902,3,10.7117004,0.561345,551.7540283,5.6879301,2,3049.120117,128.3880005,0,0.355558,0.398295,0.405782,0.572105,0,0.572246,0.889094,0,0.115262,0.201026,2,1,0.731839,0.152919,-3475521.739,1950638.358
1984,0,122.3939972,187.1820068,4,11.1978998,0.498366,435.2430115,8.1327801,2,1001.590027,107.947998,0,0.291309,0.158355,0.306192,0.475444,1,0.559528,0.574191,2,0.238469,0.704271,1,1,0.636296,0.1564,-3892628.703,1706104.347
1985,0,309.7059937,114.2330017,4,11.0115995,0.398135,128.7319946,0.371668,5,2001.469971,61.3049011,0,0.463965,0.348881,0.371072,0.459989,0,0.558743,0.708591,2,0.151878,1.46478,0,0,0.641634,0.238239,-3700868.934,1793958.997
1986,0,248.8009949,465.57901,1,8.9535704,0.391894,266.276001,5.0114899,5,3001.610107,58.2722015,0,0.409952,0.497457,0.292649,0.124027,0,0.275382,0.807324,1,0.191414,0.661672,0,1,0.417844,0.243782,-3567954.94,1754668.111
1987,0,233.9730072,127.1579971,4,11.6427002,0.530957,282.9370117,5.5482001,2,1001.75,87.0215988,0,0.434302,0.406003,0.42477,0.739262,0,0.616844,0.641636,1,0.0614807,0.231187,2,1,0.71722,0.184472,-3618023.712,1878277.885
1988,0,270.144989,125.3519974,1,13.1619997,0.409178,61.4180984,0.794918,3,0,73.2845993,0,0.400616,0.249514,0.417351,0.332398,1,0.446182,0.54571,2,0.0390678,0.218319,1,1,0.57579,0.189104,-3109574.641,2005975.83
1989,0,242.7330017,453.5239868,2,6.33812,0.460181,490.605011,6.3741298,3,1000,89.2627029,1,0.607808,0.374764,0.11719,0,1,0.34169,0.600306,0,0.202542,0.524398,1,1,0.667562,0.194697,-4093096.714,1395349.638
1990,0,0.906789,809.9899902,2,7.7087102,0.426687,124.7289963,2.4012201,5,1000.01001,71.8591995,0,0.472994,0.464379,0.307409,0.1039,0,0.401363,0.831277,0,0.170178,0.691432,1,0,0.601248,0.234896,-3389256.43,1828657.065
1991,0,98.6771011,355.6759949,4,7.78754,0.331836,266.2250061,0.773656,5,1418.040039,44.2392006,0,0.625501,0.193526,0.326346,0,0,0.0923663,0.419291,1,0.165088,1.3686301,0,0,0.332207,0.307631,-4090653.222,972672.193
1992,0,118.401001,454.8739929,1,7.3621998,0.511536,319.7160034,5.6040301,3,0,83.5690002,0,0.47236,0.414118,-0.0149642,0,0,0.332755,0.26365,1,0.201388,0.831854,1,1,0.48685,0.218506,-4041857.087,1404072.178
1993,0,205.1660004,750.973999,1,7.9788299,0.463274,182.1490021,1.75181,3,0,69.3370972,0,0.46682,0.497854,0.588316,0.0547396,0,0.568491,0.448721,2,0.162348,0.665872,1,0,0.64063,0.219061,-3592510.752,1809109.274
1994,0,338.1289978,589.2509766,1,9.2712297,0.410138,356.3330078,7.33003,6,3003.52002,55.3813019,0,0.423017,0.606044,0.536555,0.0570813,0,0.228927,0.699427,1,0.265478,0.435324,1,1,0.429051,0.217845,-3514776.148,1589460.766
1995,0,86.2422028,473.730011,4,10.1049995,0.364401,268.0849915,6.05827,6,1420.569946,61.3137016,0,0.439042,0.502163,0.397421,0.0861056,0,0.341043,0.905605,0,0.426203,0.301463,2,0,0.374676,0.220315,-3362325.859,1746664.27
1996,0,28.2189007,862.6170044,4,9.1217899,0.558419,238.2140045,2.9025099,2,2415.909912,122.8939972,0,0.364783,0.170016,0.375695,0.152203,0,0.225651,0.513425,0,0.0338157,0.609137,1,1,0.592464,0.173954,-3451246.96,1950223.874
1997,0,139.8040009,693.0640259,4,6.5714402,0.430086,562.7369995,11.8832998,3,2041.949951,65.3618011,0,0.66604,0.482679,0.353084,0,0,0.489376,0.857076,0,0.230595,0.511579,2,1,0.617281,0.204319,-4116332.084,917895.6613
1998,0,256.223999,401.3150024,4,5.3930802,0.540948,801.1859741,2.2486701,7,0,82.1826019,1,0.62456,0.556627,0.142789,0,0,0.569094,0.918489,0,0.257153,0.407136,2,0,0.763068,0.19779,-4070493.931,1440190.628
1999,0,4.1636901,448.6960144,4,10.2858,0.526292,466.3110046,8.3229704,2,1428.130005,92.1100006,0,0.368767,0.391908,0.508315,0.692251,0,0.635114,0.492471,0,0.0643559,0.282165,1,0,0.718727,0.151535,-3529618.129,1926317.269
2000,0,113.4889984,182.8159943,4,12.9278002,0.381839,60.7831993,0.73279,3,2415.169922,70.1358032,0,0.292646,0.317058,0.342126,0.392809,0,0.341091,0.669633,1,0.0413972,0.341085,1,0,0.492672,0.203098,-3122237.567,1992380.886
2001,0,211.0119934,415.3429871,4,9.5592299,0.352107,104.6679993,2.03633,5,1000,56.5764008,0,0.473617,0.399143,0.474043,0.214845,1,0.425845,0.862617,2,0.231135,0.377369,0,1,0.50014,0.230746,-3304295.836,1876204.438
2002,0,196.4839935,245.2870026,4,10.5584002,0.478147,151.0160065,2.98067,5,2414.479981,68.3031006,1,0.46257,0.282049,0.227743,0.530458,0,0.683973,0.926564,0,0.157111,0.259425,3,0,0.73236,0.223404,-3732891.406,1758431.013
2003,0,205.3679962,470.2430115,1,11.5709,0.433918,181.1080017,1.90259,1,2417.320068,72.6985016,0,0.377393,0.2666,0.241416,0.609654,0,0.438205,0.670715,1,0.0717302,0.593372,1,1,0.61554,0.195459,-3167519.875,1968330.112
2004,0,143.9839935,67.3735962,4,10.9195995,0.527007,323.4909973,2.71805,1,0,88.4732971,1,0.519746,0.287066,0.294092,0.404981,0,0.580151,0.886961,0,0.333485,0.267494,2,2,0.662398,0.183011,-3953209.416,1669957.313
2005,0,151.3329926,653.3510132,2,5.1212602,0.421206,411.8299866,5.7972598,3,1000.27002,63.0163002,1,0.607021,0.512932,0.214148,0,0,0.669288,0.805133,0,0.258279,0.425792,1,0,0.605102,0.236177,-4105206.306,1467183.883
2006,0,13.7909002,753.0280151,2,9.4405603,0.44847,117.1679993,1.82344,3,2001,63.6024017,0,0.488765,0.320776,0.328479,0.311362,1,0.351852,0.48532,1,0.104802,0.545685,1,0,0.617285,0.225242,-3239373.936,1932753.969
2007,0,241.1889954,226.951004,1,9.1480904,0.488401,172.5509949,1.4029,3,0,68.9531021,0,0.593752,0.138924,0.0944442,0,1,0.291641,0.505221,2,0.0839742,1.14692,3,1,0.441004,0.24016,-4191640.055,1429593.85
2008,0,131.2350006,502.1700134,2,10.0695,0.358191,178.2700043,4.3375502,6,2002.469971,59.021801,0,0.443049,0.453708,0.498162,0.184745,0,0.402604,0.932636,0,0.288186,0.333243,1,1,0.481894,0.231334,-3305394.537,1830018.415
2009,0,18.6396008,121.7399979,4,12.5418997,0.387324,158.5740051,2.65698,5,0,73.2928009,0,0.316194,0.248812,0.529058,0.280877,1,0.512817,0.596217,2,0.0535531,0.351632,1,0,0.592019,0.202473,-3073696.096,1984453.365
2010,0,195.3359985,915.0310059,1,9.9084301,0.562961,437.3869934,3.92941,1,2416.120117,134.8289948,0,0.373065,0.226977,0.369898,0.23523,1,0.153319,0.0137494,2,0.0494216,0.457687,3,1,0.520014,0.145487,-3464070.969,1954500.369
2011,0,326.0539856,744.9970093,4,8.5776796,0.477091,337.0230103,5.5058899,3,1011.840027,62.5409012,1,0.507659,0.359249,0.206886,0.0559784,0,0.530699,0.922124,0,0.226452,0.541856,0,0,0.696617,0.234639,-3717493.838,1698288.434
2012,0,47.2160988,463.4330139,3,8.1597605,0.372063,199.4550018,2.21503,6,0,60.1166,0,0.512828,0.532669,0.361551,0.129012,0,0.336328,0.82009,1,0.233844,0.521753,0,1,0.553977,0.236592,-3484142.109,1786245.805
2013,0,257.1270142,1221.23999,1,6.2689099,0.541578,252.4279938,4.6561399,2,1009.429993,88.2967987,0,0.50907,0.348715,0.677108,0,0,0.539701,0.432434,0,0.0618196,0.903306,2,3,0.715873,0.229065,-3561992.408,1829169.391
2014,0,224.102005,248.5160065,4,12.3858004,0.444049,73.8884964,0.117912,3,2414.879883,75.0309982,0,0.385885,0.294472,0.335827,0.483616,1,0.510555,0.7295,2,0.0819253,0.222436,1,0,0.594936,0.201682,-3110380.206,1978795.539
2015,0,147.3769989,662.0839844,4,6.3805799,0.448111,516.9500122,11.5706997,3,2025.579956,67.0020981,0,0.667892,0.479994,0.361656,0,0,0.497787,0.805462,0,0.229427,0.612619,2,1,0.609546,0.203106,-4118829.362,915351.599
2016,0,69.8890991,660.0050049,4,9.8908997,0.551799,111.5230026,2.10988,2,2006.119995,102.7220001,0,0.397418,0.216693,0.402664,0.322916,0,0.420753,0.822786,0,0.0387948,0.262437,1,1,0.685143,0.185665,-3429358.632,1958304.252
2017,0,300.9219971,245.7830048,1,8.55902,0.46585,460.2099915,7.5692201,5,1000.030029,75.2348022,0,0.501966,0.39262,0.0084316,0,1,0.174686,0.144299,2,0.201157,0.69966,0,1,0.461588,0.219139,-4037373.626,1376797.919
2018,0,234.1880035,372.2539978,4,12.2215996,0.412704,218.1150055,3.68046,1,2423.530029,72.3792038,0,0.330966,0.220093,0.172778,0.562435,1,0.512479,0.495732,1,0.0522929,0.480732,0,0,0.559066,0.203342,-3208477.89,2005437.908
2019,0,127.0110016,106.2789993,1,12.2783003,0.502419,241.3789978,3.9419401,2,1414.709961,92.0261002,0,0.428624,0.326102,0.410399,0.764008,0,0.677448,0.707682,0,0.201265,0.250655,0,1,0.752241,0.193262,-3678265.335,1844489.482
2020,0,152.7559967,317.5759888,4,10.9531002,0.331083,151.0679932,1.03891,6,0,56.4566994,0,0.45075,0.500612,0.443557,0.127791,0,0.467625,0.877469,0,0.296604,0.268933,0,0,0.507826,0.233567,-3288297.4,1817193.129
2021,0,43.6302986,541.9719849,1,7.1644301,0.496659,449.1679993,7.5857201,3,1020.299988,106.7969971,0,0.537491,0.466806,0.0505134,0,0,0.387802,0.638559,0,0.189788,0.674208,1,0,0.740163,0.188633,-4102299.353,1282186.381
2022,0,243.9880066,479.5230103,4,8.3729296,0.353446,254.5039978,4.3245902,5,0,54.5335999,0,0.511991,0.493442,0.291541,0.125792,0,0.256937,0.599791,1,0.161977,0.341381,0,0,0.429622,0.237481,-3462763.734,1778100.661
2023,0,129.3760071,27.7287006,1,13.0713997,0.469776,24.2949009,0.284167,2,0,86.9085999,0,0.283451,0.318433,0.581122,0.491515,0,0.634904,0.797209,0,0.0678199,0.228595,2,0,0.656467,0.193278,-3318467.837,2012669.516
